ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,Angle_ROL,Angle_PIT,Angle_YAW
10658,8400,10670,145,-341,-106,-45.81999969,-29.39999962,160.2700043
11602,9056,10750,96,-341,-197,-46.90000153,-30.12000084,160.2400055
11602,9056,10750,96,-341,-197,-46.90000153,-30.12000084,160.2400055
11874,9106,10476,113,-257,-151,-47.90000153,-30.78000069,160.1799927
11874,9106,10476,113,-257,-151,-47.90000153,-30.78000069,160.1799927
10828,10244,9908,231,-299,-183,-48.83000183,-31.86000061,160.3000031
10828,10244,9908,231,-299,-183,-48.83000183,-31.86000061,160.3000031
10828,10244,9908,231,-299,-183,-48.83000183,-31.86000061,160.3000031
12084,9856,11704,292,-175,-458,-49.31999969,-33.25999832,160.1999969
12084,9856,11704,292,-175,-458,-49.31999969,-33.25999832,160.1999969
12084,9856,11704,292,-175,-458,-49.31999969,-33.25999832,160.1999969
12772,10462,9884,-207,-101,-163,-49.58000183,-34.04000092,159.5700073
10284,9764,7092,-111,177,284,-49.63999939,-33.59999847,159.4600067
10284,9764,7092,-111,177,284,-49.63999939,-33.59999847,159.4600067
8862,9456,7036,75,413,344,-49.38999939,-33.27999878,160.4400024
8862,9456,7036,75,413,344,-49.38999939,-33.27999878,160.4400024
8862,9456,7036,75,413,344,-49.38999939,-33.27999878,160.4400024
7890,9244,8132,240,352,334,-48.86999893,-33.25,161.7200012
7890,9244,8132,240,352,334,-48.86999893,-33.25,161.7200012
7890,9244,8132,240,352,334,-48.86999893,-33.25,161.7200012
8292,9260,7708,176,247,371,-48.74000168,-33.27000046,163.1399994
8292,9260,7708,176,247,371,-48.74000168,-33.27000046,163.1399994
8078,9668,6554,409,617,434,-48.65999985,-33.43000031,165.0200043
8078,9668,6554,409,617,434,-48.65999985,-33.43000031,165.0200043
8078,9668,6554,409,617,434,-48.65999985,-33.43000031,165.0200043
8236,8756,10488,395,666,341,-47.47999954,-33.70999908,167.0899963
8236,8756,10488,395,666,341,-47.47999954,-33.70999908,167.0899963
8236,8756,10488,395,666,341,-47.47999954,-33.70999908,167.0899963
9338,8970,8788,380,218,396,-47.15999985,-33.79999924,168.7799988
7522,8096,6614,434,674,567,-47.38999939,-33.75999832,171.25
7522,8096,6614,434,674,567,-47.38999939,-33.75999832,171.25
7522,8096,6614,434,674,567,-47.38999939,-33.75999832,171.25
7954,7938,4184,1087,1409,255,-46.20000076,-34.74000168,174.4600067
7954,7938,4184,1087,1409,255,-46.20000076,-34.74000168,174.4600067
7954,7938,4184,1087,1409,255,-46.20000076,-34.74000168,174.4600067
8820,9396,8326,1687,1798,126,-44.13999939,-37.81999969,179.1499939
8820,9396,8326,1687,1798,126,-44.13999939,-37.81999969,179.1499939
8820,9396,8326,1687,1798,126,-44.13999939,-37.81999969,179.1499939
8562,9266,3994,1615,1759,61,-42.27999878,-41.22000122,-175.9299927
8562,9266,3994,1615,1759,61,-42.27999878,-41.22000122,-175.9299927
7650,14972,-2190,3235,2949,276,-42.15000153,-47.47000122,-167.4700012
7650,14972,-2190,3235,2949,276,-42.15000153,-47.47000122,-167.4700012
7650,14972,-2190,3235,2949,276,-42.15000153,-47.47000122,-167.4700012
3726,19530,5010,4421,4589,1117,-44.34000015,-56.38000107,-150
1484,18520,12066,3116,4473,1721,-47.90000153,-61.61000061,-128.7299957
1484,18520,12066,3116,4473,1721,-47.90000153,-61.61000061,-128.7299957
1484,18520,12066,3116,4473,1721,-47.90000153,-61.61000061,-128.7299957
1484,18520,12066,3116,4473,1721,-47.90000153,-61.61000061,-128.7299957
754,15358,13188,1895,2777,2038,-51.38999939,-61.84999847,-111.4100037
1612,11754,8548,535,898,1183,-53.88000107,-59.77000046,-101.9899979
1612,11754,8548,535,898,1183,-53.88000107,-59.77000046,-101.9899979
1612,11754,8548,535,898,1183,-53.88000107,-59.77000046,-101.9899979
1612,11754,8548,535,898,1183,-53.88000107,-59.77000046,-101.9899979
4508,13150,5230,240,262,384,-55.08000183,-58.83000183,-98.75
6554,14262,3444,-163,-27,244,-55.41999817,-58.15999985,-97.98000336
6554,14262,3444,-163,-27,244,-55.41999817,-58.15999985,-97.98000336
6554,14262,3444,-163,-27,244,-55.41999817,-58.15999985,-97.98000336
4910,13238,3004,-14,-177,490,-57.06999969,-57.36000061,-96.55999756
4910,13238,3004,-14,-177,490,-57.06999969,-57.36000061,-96.55999756
5592,12542,3390,72,-250,36,-58.77999878,-56.95999908,-95.41999817
5592,12542,3390,72,-250,36,-58.77999878,-56.95999908,-95.41999817
5592,12542,3390,72,-250,36,-58.77999878,-56.95999908,-95.41999817
7574,13120,3840,127,-108,-211,-59.86999893,-57.43999863,-94.98999786
7574,13120,3840,127,-108,-211,-59.86999893,-57.43999863,-94.98999786
7574,13120,3840,127,-108,-211,-59.86999893,-57.43999863,-94.98999786
7908,13642,3686,60,167,-249,-60.16999817,-58.00999832,-94.65000153
7908,13642,3686,60,167,-249,-60.16999817,-58.00999832,-94.65000153
8236,14516,3196,0,291,-238,-60.06000137,-58.65999985,-94.25
8236,14516,3196,0,291,-238,-60.06000137,-58.65999985,-94.25
8436,14636,2786,-251,267,-184,-58.81999969,-58.88000107,-94.91999817
8436,14636,2786,-251,267,-184,-58.81999969,-58.88000107,-94.91999817
8514,14628,2192,-264,87,-144,-57.79000092,-58.77999878,-95.84999847
8514,14628,2192,-264,87,-144,-57.79000092,-58.77999878,-95.84999847
8514,14628,2192,-264,87,-144,-57.79000092,-58.77999878,-95.84999847
8174,14698,1888,-109,-31,13,-58.97000122,-58.84000015,-95.04000092
7734,14520,1682,-21,-56,99,-60.20999908,-58.63000107,-94.12000275
7734,14520,1682,-21,-56,99,-60.20999908,-58.63000107,-94.12000275
7734,14520,1682,-21,-56,99,-60.20999908,-58.63000107,-94.12000275
7734,14520,1682,-21,-56,99,-62.06000137,-58.49000168,-92.33999634
7104,14556,2864,180,-25,201,-62.06000137,-58.49000168,-92.33999634
7104,14556,2864,180,-25,201,-63.61000061,-58.34000015,-90.83000183
7256,14262,3468,103,-100,90,-63.61000061,-58.34000015,-90.83000183
7256,14262,3468,103,-100,90,-63.61000061,-58.34000015,-90.83000183
7484,14068,3212,-70,-238,-33,-64.73000336,-58.40999985,-90.27999878
7484,14068,3212,-70,-238,-33,-64.73000336,-58.40999985,-90.27999878
8070,14982,2392,-79,-240,-59,-65.91999817,-58.56999969,-90.08999634
8070,14982,2392,-79,-240,-59,-65.91999817,-58.56999969,-90.08999634
7146,15040,2304,-93,-147,7,-66.93000031,-58.84000015,-89.83000183
7146,15040,2304,-93,-147,7,-66.93000031,-58.84000015,-89.83000183
7146,15040,2304,-93,-147,7,-66.93000031,-58.84000015,-89.83000183
7474,14928,2790,-159,-158,-86,-67.41999817,-59.09999847,-89.93000031
7280,14668,2066,-164,-192,-32,-67.83999634,-59.34000015,-90.33999634
