ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,Angle_ROL,Angle_PIT,Angle_YAW
7708,19470,28556,-519,181,1601,35.86999893,-54.63000107,-6.590000153
-164,-4940,16556,-547,-946,-991,27.29999924,-52.66999817,0.469999999
-164,-4940,16556,-547,-946,-991,27.29999924,-52.66999817,0.469999999
-164,-4940,16556,-547,-946,-991,27.29999924,-52.66999817,0.469999999
-164,-4940,16556,-547,-946,-991,20.30999947,-37.33000183,10.01000023
-7544,32767,-7446,-10283,-390,1579,20.30999947,-37.33000183,10.01000023
-7544,32767,-7446,-10283,-390,1579,20.30999947,-37.33000183,10.01000023
-4446,10440,10810,4426,-1397,2443,19.28000069,-39.77000046,14.73999977
-4446,10440,10810,4426,-1397,2443,19.28000069,-39.77000046,14.73999977
-5118,-18128,21958,-2112,2446,331,13.48999977,-42.08000183,23.53000069
-5118,-18128,21958,-2112,2446,331,13.48999977,-42.08000183,23.53000069
-666,16580,28198,-2215,568,-589,18.94000053,-30.44000053,22.94000053
-666,16580,28198,-2215,568,-589,18.94000053,-30.44000053,22.94000053
-666,16580,28198,-2215,568,-589,14.35000038,-24.62000084,27.06999969
-666,16580,28198,-2215,568,-589,14.35000038,-24.62000084,27.06999969
488,2476,13146,-2625,-101,346,14.35000038,-24.62000084,27.06999969
-4762,4574,6516,-2527,1426,-476,16.71999931,-16.39999962,28.06999969
-4762,4574,6516,-2527,1426,-476,16.71999931,-16.39999962,28.06999969
-4762,4574,6516,-2527,1426,-476,16.71999931,-16.39999962,28.06999969
-10418,5950,17170,-2361,127,-308,20.05999947,-8.930000305,30.10000038
-10418,5950,17170,-2361,127,-308,20.05999947,-8.930000305,30.10000038
-3902,544,15176,-1572,246,786,20.44000053,-4.46999979,32.90999985
-3902,544,15176,-1572,246,786,20.44000053,-4.46999979,32.90999985
-4182,-6,14734,-1250,-2,1065,20.5,-1.190000057,37.29999924
-4182,-6,14734,-1250,-2,1065,20.5,-1.190000057,37.29999924
-4182,-6,14734,-1250,-2,1065,20.5,-1.190000057,37.29999924
-3526,-784,16292,-787,234,732,20.05999947,0.649999976,41.18000031
-3526,-784,16292,-787,234,732,20.84000015,1.25999999,42.52000046
-3526,-784,16292,-787,234,732,20.84000015,1.25999999,42.52000046
-5754,-1160,14300,221,15,177,20.59000015,0.850000024,42.20999908
-5754,-1160,14300,221,15,177,20.59000015,0.850000024,42.20999908
-3908,-1988,14000,-83,-15,-189,20.59000015,0.850000024,42.20999908
-3908,-1988,14000,-83,-15,-189,21.54999924,2.109999895,41.95999908
-6368,-1848,15350,-274,564,-166,21.54999924,2.109999895,41.95999908
-6368,-1848,15350,-274,564,-166,22.94000053,2.039999962,41.68999863
-6166,-1524,13612,333,133,3,22.94000053,2.039999962,41.68999863
-6166,-1524,13612,333,133,3,23.02000046,1.379999995,41.43000031
-6422,-1754,14560,244,-2,76,23.02000046,1.379999995,41.43000031
-6422,-1754,14560,244,-2,76,23.27000046,0.409999996,41.58000183
-6422,-1754,14560,244,-2,76,23.27000046,0.409999996,41.58000183
-6768,-1204,14218,343,-4,248,23.07999992,-0.730000019,42.04000092
-5974,-744,14792,353,-164,361,23.07999992,-0.730000019,42.04000092
-5974,-744,14792,353,-164,361,23.07999992,-0.730000019,42.04000092
-5974,-744,14792,353,-164,361,23.07999992,-0.730000019,42.04000092
-4774,-722,14714,-24,-735,311,21.20999908,-1.350000024,42.93000031
-4774,-722,14714,-24,-735,311,19.54000092,-2.220000029,43.22000122
-4774,-722,14714,-24,-735,311,19.54000092,-2.220000029,43.22000122
-4920,-334,16244,585,-382,98,19.54000092,-2.220000029,43.22000122
-4920,-334,16244,585,-382,98,19.54000092,-2.220000029,43.22000122
-4408,824,14432,853,-427,96,18.30999947,-4.550000191,42.72999954
-4408,824,14432,853,-427,96,18.30999947,-4.550000191,42.72999954
-3924,-294,14134,731,-575,-79,16.85000038,-6.920000076,42
-3924,-294,14134,731,-575,-79,15.26000023,-8.159999847,40.97999954
-3496,1478,12206,469,-550,-200,15.26000023,-8.159999847,40.97999954
-3496,1478,12206,469,-550,-200,13.82999992,-8.93999958,40.47999954
-2514,1156,13620,58,-453,-65,13.82999992,-8.93999958,40.47999954
-2514,1156,13620,58,-453,-65,13.82999992,-8.93999958,40.47999954
-2514,1156,13620,58,-453,-65,13.82999992,-8.93999958,40.47999954
-5038,608,14942,-647,-85,-375,13.11999989,-7.820000172,40
-5038,608,14942,-647,-85,-375,14.35999966,-6.119999886,39.38000107
-3104,2258,15030,-278,602,-172,14.35999966,-6.119999886,39.38000107
-3104,2258,15030,-278,602,-172,15.22999954,-5.639999866,39.27999878
-3638,84,16970,87,19,-49,15.22999954,-5.639999866,39.27999878
-3638,84,16970,87,19,-49,15.22999954,-5.639999866,39.27999878
-3638,84,16970,87,19,-49,14.61999989,-6.28000021,38.93000031
-3622,2536,14424,353,-271,-3,14.61999989,-6.28000021,38.93000031
-3236,1172,14234,346,-233,144,13.90999985,-7.460000038,38.90999985
-3236,1172,14234,346,-233,144,13.90999985,-7.460000038,38.90999985
-3966,-124,15558,75,-207,62,13.34000015,-7.550000191,39.16999817
-3966,-124,15558,75,-207,62,13.34000015,-7.550000191,39.16999817
-3262,2938,16086,157,-136,35,12.81999969,-7.849999905,39.11000061
-3262,2938,16086,157,-136,35,12.81999969,-7.849999905,39.11000061
-2764,610,16924,365,-176,160,12.11999989,-8.5,39.27999878
-2764,610,16924,365,-176,160,12.11999989,-8.5,39.27999878
-2764,610,16924,365,-176,160,12.11999989,-8.5,39.27999878
-3012,4504,13154,906,-178,-27,11.75,-10.51000023,39.11999893
-3012,4504,13154,906,-178,-27,10.43999958,-11.75,39.45000076
-3012,4504,13154,906,-178,-27,10.43999958,-11.75,39.45000076
-2588,2938,16588,160,-360,280,10.43999958,-11.75,39.45000076
-420,4652,13628,1842,-220,23,9.670000076,-15.47000027,39.41999817
-1178,5282,7122,2619,-1207,531,6.559999943,-23.52000046,39.31000137
-1178,5282,7122,2619,-1207,531,6.559999943,-23.52000046,39.31000137
-1178,5282,7122,2619,-1207,531,6.559999943,-23.52000046,39.31000137
-126,3480,24480,2996,-898,-135,4.159999847,-30.29000092,39.11000061
-126,3480,24480,2996,-898,-135,4.159999847,-30.29000092,39.11000061
1782,6502,31264,1979,-2921,972,-3,-33.54000092,40.54999924
1782,6502,31264,1979,-2921,972,-3,-33.54000092,40.54999924
1066,3076,15260,1471,-2709,-640,-12.60000038,-36.29999924,41.36999893
1066,3076,15260,1471,-2709,-640,-12.60000038,-36.29999924,41.36999893
