ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,Angle_ROL,Angle_PIT,Angle_YAW
7340,3122,14068,-247,-12,72,-27.04000092,-11.40999985,9.390000343
7192,3458,14108,62,32,21,-26.98999977,-11.22999954,9.380000114
7192,3458,14108,62,32,21,-26.98999977,-11.22999954,9.380000114
6968,3142,13778,104,-108,-158,-27.11000061,-11.48999977,9.430000305
6968,3142,13778,104,-108,-158,-27.11000061,-11.48999977,9.430000305
6756,4200,13128,-87,115,10,-27.11000061,-12.03999996,9.170000076
6336,2850,14300,-56,264,37,-26.36000061,-11.47000027,9.25
6336,2850,14300,-56,264,37,-26.36000061,-11.47000027,9.25
6958,3830,15156,111,28,153,-25.79999924,-11.71000004,9.489999771
6958,3830,15156,111,28,153,-25.79999924,-11.71000004,9.489999771
6824,2794,14170,44,-133,127,-26.13999939,-11.57999992,10.06999969
6824,2794,14170,44,-133,127,-26.13999939,-11.57999992,10.06999969
7014,3396,13708,20,-13,26,-26.45000076,-11.60999966,10.25
7014,3396,13708,20,-13,26,-26.45000076,-11.60999966,10.25
6948,3262,13830,6,-12,33,-26.51000023,-11.60999966,10.38000011
6948,3262,13830,6,-12,33,-26.51000023,-11.60999966,10.38000011
6962,3142,13552,-20,-9,-14,-26.60000038,-11.57999992,10.40999985
6962,3142,13552,-20,-9,-14,-26.60000038,-11.57999992,10.40999985
6962,3142,13552,-20,-9,-14,-26.60000038,-11.57999992,10.40999985
6962,3142,13552,-20,-9,-14,-26.57999992,-11.60000038,10.32999992
6962,3542,13806,-48,32,-9,-26.57999992,-11.60000038,10.32999992
6962,3542,13806,-48,32,-9,-26.57999992,-11.60000038,10.32999992
6982,3320,14140,-50,10,19,-26.48999977,-11.47000027,10.30000019
6982,3320,14140,-50,10,19,-26.48999977,-11.47000027,10.30000019
6982,3320,14140,-50,10,19,-26.48999977,-11.47000027,10.30000019
7020,2946,14008,-25,-36,-9,-26.56999969,-11.34000015,10.27999973
7076,3450,14316,42,-3,38,-26.56999969,-11.43999958,10.27000046
7076,3450,14316,42,-3,38,-26.56999969,-11.43999958,10.27000046
6762,3126,14170,-16,-39,130,-26.62999916,-11.34000015,10.56999969
6762,3126,14170,-16,-39,130,-26.62999916,-11.34000015,10.56999969
6980,2756,14070,-32,-52,-36,-26.72999954,-11.10999966,10.67000008
6980,2756,14070,-32,-52,-36,-26.79000092,-11.13000011,10.42000008
6980,2756,14070,-32,-52,-36,-26.79000092,-11.13000011,10.42000008
7228,3530,13768,-50,50,-37,-26.79000092,-11.13000011,10.42000008
7102,2970,14400,39,-8,39,-26.65999985,-11.07999992,10.46000004
7102,2970,14400,39,-8,39,-26.65999985,-11.07999992,10.46000004
6910,3042,14000,21,-9,54,-26.72999954,-11.11999989,10.64999962
6910,3042,14000,21,-9,54,-26.72999954,-11.11999989,10.64999962
7106,3020,14138,10,68,35,-26.61000061,-11.06000042,10.78999996
7106,3020,14138,10,68,35,-26.61000061,-11.06000042,10.78999996
7022,2928,14114,71,-36,81,-26.59000015,-11.05000019,11.01000023
7022,2928,14114,71,-36,81,-26.59000015,-11.05000019,11.01000023
7022,2928,14114,71,-36,81,-26.59000015,-11.05000019,11.01000023
7148,2898,13462,21,-22,55,-26.88999939,-11.06000042,11.31999969
7148,2898,13462,21,-22,55,-26.85000038,-10.89999962,11.40999985
7158,2998,14010,-43,42,27,-26.85000038,-10.89999962,11.40999985
7158,2998,14010,-43,42,27,-26.85000038,-10.89999962,11.40999985
7158,2998,14010,-43,42,27,-26.85000038,-10.89999962,11.40999985
7144,3178,13788,-36,4,30,-26.86000061,-10.80000019,11.42000008
7064,3184,13932,-29,-19,60,-26.92000008,-10.68999958,11.53999996
7064,3184,13932,-29,-19,60,-26.92000008,-10.68999958,11.53999996
7154,3064,14062,-37,6,28,-26.95999908,-10.59000015,11.60999966
7154,3064,14062,-37,6,28,-26.95999908,-10.59000015,11.60999966
7154,3064,14062,-37,6,28,-26.95999908,-10.59000015,11.60999966
7156,3056,14244,20,-33,-5,-26.97999954,-10.56999969,11.63000011
7156,3056,14244,20,-33,-5,-26.97999954,-10.56999969,11.63000011
7156,3056,14244,20,-33,-5,-26.97999954,-10.56999969,11.63000011
6940,2894,13874,29,-5,-21,-27.03000069,-10.68000031,11.60999966
6892,3374,14096,19,25,28,-26.89999962,-10.84000015,11.63000011
6892,3374,14096,19,25,28,-26.89999962,-10.84000015,11.63000011
6610,3254,15498,-16,50,-22,-26.48999977,-10.82999992,11.63000011
6610,3254,15498,-16,50,-22,-26.48999977,-10.82999992,11.63000011
6610,3254,15498,-16,50,-22,-26.48999977,-10.82999992,11.63000011
6318,4800,16296,177,-135,-68,-26.02000046,-11.52000046,11.43000031
6318,4800,16296,177,-135,-68,-26.02000046,-11.52000046,11.43000031
6318,4800,16296,177,-135,-68,-26.02000046,-11.52000046,11.43000031
5540,3690,15846,474,-106,-27,-25.81999969,-12.51000023,11.64999962
5540,3690,15846,474,-106,-27,-25.81999969,-12.51000023,11.64999962
4224,4240,14936,849,-278,-341,-25.57999992,-14.65999985,12.02000046
4372,7252,12398,721,116,-449,-25.13999939,-18.20999908,11.56000042
4372,7252,12398,721,116,-449,-25.13999939,-18.20999908,11.56000042
5532,8006,12012,535,266,-327,-24.21999931,-21.88999939,11.39000034
7446,8102,9428,-395,176,-157,-24.15999985,-22.95000076,11.10999966
7446,8102,9428,-395,176,-157,-24.15999985,-22.95000076,11.10999966
7446,8102,9428,-395,176,-157,-24.15999985,-22.95000076,11.10999966
5242,7036,7036,-127,293,-764,-23.21999931,-23.55999947,9.579999924
5242,7036,7036,-127,293,-764,-23.21999931,-23.55999947,9.579999924
3312,9300,3250,66,455,-970,-21.19000053,-25.45999908,6.539999962
3312,9300,3250,66,455,-970,-21.19000053,-25.45999908,6.539999962
3312,9300,3250,66,455,-970,-21.19000053,-25.45999908,6.539999962
802,7808,6258,153,332,-658,-18.61000061,-28.48999977,4.269999981
802,7808,6258,153,332,-658,-16.81999969,-30.29999924,1.659999967
2018,6356,1744,-501,359,-913,-16.81999969,-30.29999924,1.659999967
2018,6356,1744,-501,359,-913,-16.81999969,-30.29999924,1.659999967
386,7620,7658,-733,527,-1353,-12.73999977,-29.81999969,-3.200000048
386,7620,7658,-733,527,-1353,-12.73999977,-29.81999969,-3.200000048
968,2074,7178,-344,215,-1234,-9.399999619,-29.18000031,-7.75
1710,7726,6280,1500,179,-1256,-6.639999866,-32.61000061,-12.13000011
1710,7726,6280,1500,179,-1256,-6.639999866,-32.61000061,-12.13000011
1710,7726,6280,1500,179,-1256,-6.630000114,-37.06000137,-13.72999954
2548,4998,9258,1100,-207,-344,-6.630000114,-37.06000137,-13.72999954
2548,4998,9258,1100,-207,-344,-6.630000114,-37.06000137,-13.72999954
-3292,424,9862,1842,1048,-786,-2.980000019,-40.27999878,-16.30999947
-3292,424,9862,1842,1048,-786,-2.980000019,-40.27999878,-16.30999947
1590,13924,15604,2795,2498,385,3.660000086,-47.25,-17.75
1590,13924,15604,2795,2498,385,3.660000086,-47.25,-17.75
20628,8626,19784,3896,2938,2047,-1.850000024,-52.74000168,-4.309999943
20628,8626,19784,3896,2938,2047,-9.479999542,-56.25999832,11.42000008
20628,8626,19784,3896,2938,2047,-9.479999542,-56.25999832,11.42000008
20628,8626,19784,3896,2938,2047,-9.479999542,-56.25999832,11.42000008
29396,-1968,32767,-11730,-238,-860,-8.220000267,-35.77999878,8.510000229
29396,-1968,32767,-11730,-238,-860,-8.220000267,-35.77999878,8.510000229
29396,-1968,32767,-11730,-238,-860,14.88000011,-40.22999954,-1.269999981
-6414,23734,-32768,10264,3423,-849,14.88000011,-40.22999954,-1.269999981
-176,32767,8864,-16073,-5875,3481,0.289999992,-42.47999954,5.179999828
-176,32767,8864,-16073,-5875,3481,0.289999992,-42.47999954,5.179999828
-8584,-7118,32767,-6439,-673,-298,-3.299999952,-3.960000038,11.47000027
15118,-2866,12414,1212,-901,1754,-13.06000042,-1.830000043,15.72000027
15118,-2866,12414,1212,-901,1754,-13.06000042,-1.830000043,15.72000027
15118,-2866,12414,1212,-901,1754,-13.06000042,-1.830000043,15.72000027
5606,4602,8958,174,84,-1044,-13.22000027,-4.869999886,17.14999962
5606,4602,8958,174,84,-1044,-13.22000027,-4.869999886,17.14999962
-258,5678,8236,-911,-1338,-1067,-14.47000027,-5.800000191,12.86999989
17602,-892,28084,-2486,1173,637,-16.04999924,-0.74000001,11.02999973
17602,-892,28084,-2486,1173,637,-16.04999924,-0.74000001,11.02999973
-8528,-312,26804,1130,-540,-1261,-12.77999973,2.819999933,9.649999619
-8528,-312,26804,1130,-540,-1261,-12.77999973,2.819999933,9.649999619
2322,-408,14652,-664,-548,852,-14.10000038,1.279999971,9.170000076
2322,-408,14652,-664,-548,852,-14.10000038,1.279999971,9.170000076
2322,-408,14652,-664,-548,852,-14.10000038,1.279999971,9.170000076
1772,-4432,15394,-792,-312,89,-14.97999954,5.610000134,10.10000038
1772,-4432,15394,-792,-312,89,-15.96000004,5.710000038,10.68999958
5476,430,16884,111,-395,586,-15.96000004,5.710000038,10.68999958
5476,430,16884,111,-395,586,-15.96000004,5.710000038,10.68999958
6500,-2848,13266,616,-160,470,-17.01000023,5.159999847,12.85999966
6500,-2848,13266,616,-160,470,-17.01000023,5.159999847,12.85999966
3614,-1762,13386,-923,246,-468,-17.63999939,5.960000038,12.38000011
3614,-1762,13386,-923,246,-468,-17.63999939,5.960000038,12.38000011
2024,-3482,15440,-723,-36,-332,-17.20999908,8.270000458,10.03999996
2024,-3482,15440,-723,-36,-332,-17.20999908,8.270000458,10.03999996
2024,-3482,15440,-723,-36,-332,-17.20999908,8.270000458,10.03999996
2904,-2356,14194,537,-22,135,-16.88999939,7.929999828,10.02999973
4110,392,14422,-323,244,456,-16.56999969,7.409999847,10.97000027
4110,392,14422,-323,244,456,-16.56999969,7.409999847,10.97000027
4110,392,14422,-323,244,456,-16.56999969,7.409999847,10.97000027
2706,-4838,17940,-439,-59,325,-15.10000038,9.68999958,12.03999996
2706,-4838,17940,-439,-59,325,-15.10000038,9.68999958,12.03999996
5082,-4954,12304,-261,664,472,-15.61999989,11.64999962,12.78999996
5082,-4954,12304,-261,664,472,-15.61999989,11.64999962,12.78999996
-1080,-6236,14192,295,563,28,-11.98999977,12.06999969,13.68999958
1446,750,10504,-557,-268,336,-12.52000046,11.07999992,14.28999996
1446,750,10504,-557,-268,336,-12.52000046,11.07999992,14.28999996
1446,750,10504,-557,-268,336,-12.52000046,11.07999992,14.28999996
1898,-6510,17004,-23,-166,-351,-13.34000015,11.81999969,13.64999962
1898,-6510,17004,-23,-166,-351,-13.34000015,11.81999969,13.64999962
3518,-2912,15094,-13,34,-11,-13.52000046,11.48999977,13.15999985
3518,-2912,15094,-13,34,-11,-13.52000046,11.48999977,13.15999985
1530,-3950,15290,58,272,-372,-12.81000042,11.52999973,12.81000042
1530,-3950,15290,58,272,-372,-12.81000042,11.52999973,12.81000042
1424,-1824,17508,-143,-172,-136,-12.69999981,11,11.73999977
1424,-1824,17508,-143,-172,-136,-12.69999981,11,11.73999977
3112,-3244,14710,-68,-196,9,-13.5,11.23999977,11.68999958
3112,-3244,14710,-68,-196,9,-13.5,11.23999977,11.68999958
5048,-3396,16038,126,43,58,-13.43999958,11.22000027,11.85999966
5048,-3396,16038,126,43,58,-13.42000008,11.60999966,12.18000031
5048,-3396,16038,126,43,58,-13.42000008,11.60999966,12.18000031
1594,-3900,13902,-117,-274,25,-13.42000008,11.60999966,12.18000031
3382,-3184,15324,-118,-132,54,-13.96000004,11.68000031,12.18000031
3382,-3184,15324,-118,-132,54,-13.96000004,11.68000031,12.18000031
3204,-2948,14018,146,283,-25,-13.56999969,11.71000004,12.19999981
3204,-2948,14018,146,283,-25,-13.56999969,11.71000004,12.19999981
3388,-3070,15030,-193,112,150,-12.96000004,11.65999985,12.42000008
3388,-3070,15030,-193,112,150,-12.96000004,11.65999985,12.42000008
3388,-3070,15030,-193,112,150,-12.96000004,11.65999985,12.42000008
1272,-2526,16076,165,326,-20,-11.85000038,11.71000004,12.68999958
2766,-3136,15838,46,-363,-81,-12.02999973,11.46000004,12.57999992
2766,-3136,15838,46,-363,-81,-12.02999973,11.46000004,12.57999992
3204,-3216,14126,140,28,-91,-12.73999977,11.31999969,12.39000034
