ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,Angle_ROL,Angle_PIT,Angle_YAW
11132,6788,9498,-119,-253,56,-47.15000153,-17.82999992,171
8830,4972,10072,-312,-75,40,-47.15000153,-17.82999992,171
8830,4972,10072,-312,-75,40,-47.13999939,-17.73999977,170.1199951
8712,3710,9674,-189,-299,-141,-47.13999939,-17.73999977,170.1199951
8712,3710,9674,-189,-299,-141,-48.11999893,-17.70000076,169.3099976
10120,3942,8714,-161,-430,-121,-48.11999893,-17.70000076,169.3099976
10120,3942,8714,-161,-430,-121,-49.22999954,-18.11000061,168.8699951
11472,4170,9120,102,-245,-338,-49.22999954,-18.11000061,168.8699951
11472,4170,9120,102,-245,-338,-49.22999954,-18.11000061,168.8699951
11758,4426,10984,144,-28,-82,-49.5,-18.85000038,168.8500061
11758,4426,10984,144,-28,-82,-49.5,-18.85000038,168.8500061
12560,5132,9746,-103,-122,31,-49.70000076,-18.86000061,168.6999969
12560,5132,9746,-103,-122,31,-49.70000076,-18.86000061,168.6999969
11838,4278,7584,0,20,271,-50.36000061,-18.45000076,168.9799957
11838,4278,7584,0,20,271,-50.36000061,-18.45000076,168.9799957
11570,4508,10146,-31,166,478,-50.27999878,-17.69000053,169.9100037
11570,4508,10146,-31,166,478,-50.27999878,-17.69000053,169.9100037
11570,4508,10146,-31,166,478,-50.66999817,-16.84000015,170.7899933
11906,3858,7632,253,-47,319,-50.66999817,-16.84000015,170.7899933
11906,3858,7632,253,-47,319,-50.66999817,-16.84000015,170.7899933
11678,4190,10512,353,-35,390,-51.33000183,-16.80999947,172.5299988
11678,4190,10512,353,-35,390,-51.33000183,-16.80999947,172.5299988
12008,4144,8834,52,-15,308,-51.77999878,-16.39999962,173.6600037
12008,4144,8834,52,-15,308,-51.77999878,-16.39999962,173.6600037
12008,4144,8834,52,-15,308,-51.77999878,-16.39999962,173.6600037
11072,4340,9168,271,181,392,-51.95999908,-16.10000038,174.8699951
11072,4340,9168,271,181,392,-51.95999908,-16.10000038,174.8699951
11072,4340,9168,271,181,392,-51.95999908,-16.10000038,174.8699951
11998,3854,9716,348,39,97,-51.83000183,-16.05999947,175.9499969
11998,3854,9716,348,39,97,-51.83000183,-16.05999947,175.9499969
13138,5182,11080,136,-65,4,-52.11000061,-16.78000069,176.8200073
13138,5182,11080,136,-65,4,-52.11000061,-16.78000069,176.8200073
13138,5182,11080,136,-65,4,-52,-16.28000069,176.0599976
12318,5112,11594,-783,-357,7,-54.09999847,-15.10000038,172.6699982
12318,5112,11594,-783,-357,7,-54.09999847,-15.10000038,172.6699982
12172,3992,3998,-1191,-825,-482,-54.09999847,-15.10000038,172.6699982
12172,3992,3998,-1191,-825,-482,-54.09999847,-15.10000038,172.6699982
11264,3368,9586,27,-375,-597,-55.47999954,-15.77000046,170.7599945
11264,3368,9586,27,-375,-597,-55.04999924,-16.95000076,168.9700012
13070,4098,13176,-303,-546,-603,-55.04999924,-16.95000076,168.9700012
13070,4098,13176,-303,-546,-603,-56.56000137,-17.14999962,167.25
13772,3620,7582,-333,-541,-329,-56.56000137,-17.14999962,167.25
16666,4894,7548,-210,-15,-310,-57.77999878,-17.45000076,166.3899994
16666,4894,7548,-210,-15,-310,-57.77999878,-17.45000076,166.3899994
17170,5996,7538,-254,124,70,-58.29999924,-17.51000023,165.8500061
17170,5996,7538,-254,124,70,-58.29999924,-17.51000023,165.8500061
14738,4976,7760,-141,162,319,-58.29000092,-16.75,165.7899933
14738,4976,7760,-141,162,319,-58.02000046,-15.60000038,166.1000061
12618,3684,9368,-178,37,402,-58.02000046,-15.60000038,166.1000061
12618,3684,9368,-178,37,402,-58.02000046,-15.60000038,166.1000061
12610,4500,8540,-140,-57,236,-58.04999924,-14.65999985,166.0099945
12610,4500,8540,-140,-57,236,-58.04999924,-14.65999985,166.0099945
13650,4990,9806,-181,-71,114,-58.09999847,-14.31000042,165.9799957
13650,4990,9806,-181,-71,114,-58.09999847,-14.31000042,165.9799957
13932,4548,8238,-328,-132,185,-58.25,-13.68999958,165.4100037
13932,4548,8238,-328,-132,185,-58.25,-13.68999958,165.4100037
13932,4548,8238,-328,-132,185,-58.52999878,-13.21000004,165.5200043
13498,3946,9762,32,-5,214,-58.52999878,-13.21000004,165.5200043
14834,3238,12082,-130,-6,137,-58.13999939,-12.68000031,165.6000061
14834,3238,12082,-130,-6,137,-57.97000122,-11.35999966,165.0299988
