ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,Angle_ROL,Angle_PIT,Angle_YAW
-1590,-1786,7536,-1743,5,1952,37.02000046,38.06999969,94.76999664
-1590,-1786,7536,-1743,5,1952,37.02000046,38.06999969,94.76999664
-1590,-1786,7536,-1743,5,1952,37.02000046,38.06999969,94.76999664
-10380,-21650,-7122,1122,-1586,665,42.86999893,41.54000092,105.2300034
-10380,-21650,-7122,1122,-1586,665,42.86999893,41.54000092,105.2300034
-2364,-1346,18408,3415,927,673,37.5,33.29000092,98.09999847
-2364,-1346,18408,3415,927,673,37.5,33.29000092,98.09999847
-9158,-2084,14954,680,1205,834,39.40000153,26.31999969,96.30999756
-10236,-1768,7942,-294,762,239,43.16999817,23.95999908,97.66000366
-10236,-1768,7942,-294,762,239,43.16999817,23.95999908,97.66000366
-10236,-1768,7942,-294,762,239,43.16999817,23.95999908,97.66000366
-10236,-1768,7942,-294,762,239,43.16999817,23.95999908,97.66000366
-12330,-6562,7154,-301,524,-238,46.70999908,24.42000008,98.75
-12330,-6562,7154,-301,524,-238,46.70999908,24.42000008,98.75
-11862,86,4702,826,350,162,48.40000153,24.12000084,98.43000031
-11862,86,4702,826,350,162,48.40000153,24.12000084,98.43000031
-14994,-7558,14106,691,734,-215,49.5,21.25,96.04000092
-14994,-7558,14106,691,734,-215,49.5,21.25,96.04000092
-11768,-7184,9706,-282,405,-1024,50.74000168,23.10000038,94.66999817
-9782,-6940,8084,-198,382,-898,51.27999878,26.10000038,93.19999695
-9782,-6940,8084,-198,382,-898,51.27999878,26.10000038,93.19999695
-9782,-6940,8084,-198,382,-898,51.27999878,26.10000038,93.19999695
-11798,-7858,7700,-644,246,-545,52.27999878,28.68000031,92.87000275
-11798,-7858,7700,-644,246,-545,52.27999878,28.68000031,92.87000275
-12162,-7650,6574,-52,-23,-611,52.90999985,30.79999924,92.95999908
-12162,-7650,6574,-52,-23,-611,52.90999985,30.79999924,92.95999908
-10032,-8534,8150,268,12,-792,52,32.34000015,91
-10032,-8534,8150,268,12,-792,52,32.34000015,91
-9516,-7150,9760,149,146,-591,50.84000015,33.43999863,88.66999817
-9516,-7150,9760,149,146,-591,50.84000015,33.43999863,88.66999817
-9516,-7150,9760,149,146,-591,50.22999954,34.75999832,87
-10282,-8622,11554,-262,248,-641,50.22999954,34.75999832,87
-8826,-7470,9622,-708,414,-476,50.90999985,36.95000076,86.97000122
-8826,-7470,9622,-708,414,-476,50.90999985,36.95000076,86.97000122
-11254,-8598,6294,-925,448,-221,54.00999832,38.91999817,89.22000122
-11254,-8598,6294,-925,448,-221,54.00999832,38.91999817,89.22000122
-10088,-7370,3716,-469,379,-597,57.18999863,40.83000183,91.43000031
-10088,-7370,3716,-469,379,-597,57.18999863,40.83000183,91.43000031
-10800,-9836,6800,-482,594,-737,58.84999847,42.75999832,91.31999969
-10800,-9836,6800,-482,594,-737,58.84999847,42.75999832,91.31999969
-9172,-10262,6108,-967,391,-1139,60.72999954,46.40000153,91.80999756
-9172,-10262,6108,-967,391,-1139,60.72999954,46.40000153,91.80999756
-9172,-10262,6108,-967,391,-1139,60.72999954,46.40000153,91.80999756
-8682,-11404,1244,-735,60,-907,63.63999939,50.77999878,94.29000092
-8682,-11404,1244,-735,60,-907,63.63999939,50.77999878,94.29000092
-9542,-14394,2968,94,304,-868,64.23999786,53.52000046,94
-9542,-14394,2968,94,304,-868,64.23999786,53.52000046,94
-9542,-14394,2968,94,304,-868,64.23999786,53.52000046,94
-7294,-10836,4686,287,600,-886,63.25,55.84000015,91.08000183
