ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,Angle_ROL,Angle_PIT,Angle_YAW
1138,19354,4574,204,-6,88,-65.30999756,-62.09000015,-174.0200043
1138,19354,4574,204,-6,88,-65.30999756,-62.09000015,-174.0200043
1324,18542,6202,150,302,-290,-64.45999908,-63.61000061,-173.9100037
1684,19064,6854,36,223,-555,-59.11000061,-66.33000183,-178.1100006
1684,19064,6854,36,223,-555,-59.11000061,-66.33000183,-178.1100006
910,18014,6608,-18,109,-737,-52.40999985,-68.87000275,175.7799988
910,18014,6608,-18,109,-737,-52.40999985,-68.87000275,175.7799988
2380,18962,5116,-238,279,-949,-43.75,-71.12999725,167.3699951
2380,18962,5116,-238,279,-949,-43.75,-71.12999725,167.3699951
4788,21638,7508,172,650,-908,-35.36000061,-72.54000092,160.1600037
4788,21638,7508,172,650,-908,-35.36000061,-72.54000092,160.1600037
1498,20864,9586,-400,375,-559,-24.28000069,-72.72000122,150.6600037
1498,20864,9586,-400,375,-559,-24.28000069,-72.72000122,150.6600037
-1602,15880,158,-463,-320,68,-19.34000015,-72.86000061,145.5399933
-1602,15880,158,-463,-320,68,-19.34000015,-72.86000061,145.5399933
-210,14224,-2764,-262,-306,-208,-19.62999916,-74.25,144.6300049
-210,14224,-2764,-262,-306,-208,-19.62999916,-74.25,144.6300049
-210,14224,-2764,-262,-306,-208,-18.15999985,-75.68000031,142.7299957
2924,16756,2246,216,117,-474,-18.15999985,-75.68000031,142.7299957
2924,16756,2246,216,117,-474,-18.15999985,-75.68000031,142.7299957
1130,16672,6828,-141,18,-17,-15.69999981,-76.11000061,140.5399933
1130,16672,6828,-141,18,-17,-15.69999981,-76.11000061,140.5399933
-114,14782,1694,-199,-434,136,-16.54000092,-75.86000061,140.6600037
-114,14782,1694,-199,-434,136,-16.54000092,-75.86000061,140.6600037
520,14780,2502,113,-411,-79,-17.84000015,-76.54000092,140.6000061
1594,15104,4456,-12,-106,-98,-17.87999916,-76.83999634,139.8300018
1594,15104,4456,-12,-106,-98,-17.87999916,-76.83999634,139.8300018
1748,15180,3934,-121,85,50,-17.64999962,-76.51999664,139.6199951
1748,15180,3934,-121,85,50,-17.64999962,-76.51999664,139.6199951
930,14204,4836,-1,15,44,-18.15999985,-76.33999634,140.3600006
930,14204,4836,-1,15,44,-18.15999985,-76.33999634,140.3600006
1548,15242,4710,-106,-145,-9,-18.11000061,-76.11000061,140.0399933
1548,15242,4710,-106,-145,-9,-18.11000061,-76.11000061,140.0399933
852,14636,5868,-238,-198,42,-17.65999985,-75.26000214,139.1199951
852,14636,5868,-238,-198,42,-17.65999985,-75.26000214,139.1199951
852,14636,5868,-238,-198,42,-17.65999985,-75.26000214,139.1199951
1072,15044,3322,-416,-394,60,-17.36000061,-74.29000092,137.8399963
1072,15044,3322,-416,-394,60,-17.36000061,-74.29000092,137.8399963
1072,15044,3322,-416,-394,60,-20.30999947,-74.09999847,139.9499969
800,15918,2982,49,-158,380,-20.30999947,-74.09999847,139.9499969
800,15918,2982,49,-158,380,-24.07999992,-74.08000183,144.0200043
-180,16440,4932,-16,129,430,-24.07999992,-74.08000183,144.0200043
-180,16440,4932,-16,129,430,-25.23999977,-73.66999817,145.8000031
-636,17000,3526,-173,129,306,-25.23999977,-73.66999817,145.8000031
-416,17458,2030,-21,281,276,-25.92000008,-73.76999664,147.2200012
-416,17458,2030,-21,281,276,-25.92000008,-73.76999664,147.2200012
-1226,16286,2532,258,595,325,-27.43000031,-74.55999756,150.3699951
-1226,16286,2532,258,595,325,-27.43000031,-74.55999756,150.3699951
-306,14600,4074,273,644,40,-27.43000031,-75.51999664,152.5599976
-306,14600,4074,273,644,40,-27.43000031,-75.51999664,152.5599976
586,14928,3526,148,487,30,-26,-76.23999786,152.8999939
586,14928,3526,148,487,30,-26,-76.23999786,152.8999939
586,14928,3526,148,487,30,-26,-76.23999786,152.8999939
1128,14950,3734,150,479,33,-25.55999947,-76.83999634,153.9799957
1128,14950,3734,150,479,33,-24.35000038,-77.06999969,154.1499939
2160,14628,4644,48,389,-102,-23.22999954,-76.77999878,153.5899963
2160,14628,4644,48,389,-102,-23.22999954,-76.77999878,153.5899963
4730,15994,6228,-169,63,-103,-25.62000084,-75.62999725,155.3099976
4730,15994,6228,-169,63,-103,-25.62000084,-75.62999725,155.3099976
6386,18338,5268,-236,-335,207,-25.62000084,-75.62999725,155.3099976
6386,18338,5268,-236,-335,207,-32.88999939,-74.37999725,161.6300049
6386,18338,5268,-236,-335,207,-32.88999939,-74.37999725,161.6300049
7010,19796,5780,-20,-226,536,-32.88999939,-74.37999725,161.6300049
5922,18772,6574,-41,-221,583,-39.63999939,-72.94000244,167.8600006
5922,18772,6574,-41,-221,583,-39.63999939,-72.94000244,167.8600006
6324,16954,4632,-67,-73,322,-44.08000183,-71.63999939,171.8300018
6324,16954,4632,-67,-73,322,-44.08000183,-71.63999939,171.8300018
6324,16954,4632,-67,-73,322,-44.08000183,-71.63999939,171.8300018
8248,17188,4542,-66,140,251,-46.56999969,-70.62999725,174.4900055
8248,17188,4542,-66,140,251,-46.56999969,-70.62999725,174.4900055
8248,17188,4542,-66,140,251,-50.00999832,-69.38999939,178.3999939
6606,17032,3182,40,178,597,-50.00999832,-69.38999939,178.3999939
4978,15492,4216,59,405,515,-53.45000076,-68.26000214,-177.0200043
4978,15492,4216,59,405,515,-53.45000076,-68.26000214,-177.0200043
4978,15492,4216,59,405,515,-54.04000092,-67.16999817,-175.2400055
5096,15070,4298,-127,281,361,-54.04000092,-67.16999817,-175.2400055
5096,15070,4298,-127,281,361,-54.52999878,-66.15000153,-173.9400024
4522,13876,2394,-149,296,360,-54.52999878,-66.15000153,-173.9400024
4522,13876,2394,-149,296,360,-54.52999878,-66.15000153,-173.9400024
5080,12916,3350,-9,371,256,-54.81999969,-65.44999695,-172.5299988
4940,12118,3320,-31,297,243,-55.11999893,-64.83999634,-171.1799927
4940,12118,3320,-31,297,243,-55.11999893,-64.83999634,-171.1799927
4940,12118,3320,-31,297,243,-55.11999893,-64.83999634,-171.1799927
4570,11682,2288,-9,233,189,-55.34000015,-64.27999878,-170.1399994
4570,11682,2288,-9,233,189,-55.34000015,-64.27999878,-170.1399994
5092,13162,3112,79,243,288,-56.49000168,-64.05999756,-168.2299957
4402,12088,2844,50,223,114,-57.20000076,-63.68999863,-166.6799927
4402,12088,2844,50,223,114,-57.20000076,-63.68999863,-166.6799927
4402,12088,2844,50,223,114,-57.20000076,-63.68999863,-166.6799927
5026,12240,3482,84,106,-62,-57.45999908,-63.93000031,-165.8899994
5026,12240,3482,84,106,-62,-57.45999908,-63.93000031,-165.8899994
5026,12240,3482,84,106,-62,-57.45999908,-63.93000031,-165.8899994
4598,11436,3136,-26,-60,-172,-57.38999939,-64.27999878,-165.9900055
4598,11436,3136,-26,-60,-172,-57.38999939,-64.27999878,-165.9900055
5458,11828,2676,-17,-78,-267,-57.45000076,-64.79000092,-166.3600006
5458,11828,2676,-17,-78,-267,-57.45000076,-64.79000092,-166.3600006
5894,12498,3652,85,-95,-236,-57.61000061,-65.25,-166.5899963
5894,12498,3652,85,-95,-236,-57.61000061,-65.25,-166.5899963
6806,13994,4272,-1,-101,-149,-57.97999954,-65.41000366,-166.6100006
6806,13994,4272,-1,-101,-149,-57.97999954,-65.41000366,-166.6100006
6806,13994,4272,-1,-101,-149,-57.97999954,-65.41000366,-166.6100006
6204,15200,4318,-5,-125,-21,-58.27000046,-65.38999939,-166.7299957
6204,15200,4318,-5,-125,-21,-58.27000046,-65.38999939,-166.7299957
5412,15198,3738,-162,-131,9,-58.5,-65.26000214,-166.9799957
5412,15198,3738,-162,-131,9,-58.29000092,-65.44000244,-167.5800018
5412,15198,3738,-162,-131,9,-58.29000092,-65.44000244,-167.5800018
5062,14508,2436,-170,-3,-89,-58.43999863,-65.75,-167.5200043
6032,14856,2552,-55,47,-131,-58.43999863,-65.75,-167.5200043
6032,14856,2552,-55,47,-131,-58.43999863,-65.75,-167.5200043
6032,14856,2552,-55,47,-131,-58.43999863,-65.75,-167.5200043
6688,13820,3876,32,-56,-257,-58.68999863,-65.94000244,-167.4199982
9098,14464,4522,-174,-280,-488,-58.40000153,-65.80000305,-168.5200043
9098,14464,4522,-174,-280,-488,-58.40000153,-65.80000305,-168.5200043
9098,14464,4522,-174,-280,-488,-58.40000153,-65.80000305,-168.5200043
10158,15272,3778,-235,-511,-493,-58.75,-65.58000183,-169.9499969
10158,15272,3778,-235,-511,-493,-58.75,-65.58000183,-169.9499969
10158,15272,3778,-235,-511,-493,-58.75,-65.58000183,-169.9499969
7794,16414,1654,59,-540,-195,-61.29000092,-65.95999908,-169.6000061
7794,16414,1654,59,-540,-195,-61.29000092,-65.95999908,-169.6000061
4914,16044,2992,82,-392,-45,-63.72000122,-66.62999725,-168.5399933
4914,16044,2992,82,-392,-45,-63.72000122,-66.62999725,-168.5399933
4914,16044,2992,82,-392,-45,-64.75,-67.30999756,-168.6300049
3714,15784,3354,-2,-437,77,-64.75,-67.30999756,-168.6300049
3714,15784,3354,-2,-437,77,-64.75,-67.30999756,-168.6300049
936,12876,1694,77,-481,262,-66.54000092,-67.84999847,-168.1799927
-460,14238,2810,45,70,245,-67.86000061,-68.02999878,-167.3399963
-460,14238,2810,45,70,245,-67.86000061,-68.02999878,-167.3399963
-2604,18160,8886,-310,518,328,-64.26999664,-68.22000122,-169.5399933
-2604,18160,8886,-310,518,328,-64.26999664,-68.22000122,-169.5399933
-2604,18160,8886,-310,518,328,-64.26999664,-68.22000122,-169.5399933
-2604,18160,8886,-310,518,328,-64.26999664,-68.22000122,-169.5399933
-5688,20384,8784,-382,122,605,-57.36000061,-67.61000061,-174.8600006
-5688,20384,8784,-382,122,605,-57.36000061,-67.61000061,-174.8600006
-5688,20384,8784,-382,122,605,-57.36000061,-67.61000061,-174.8600006
-1758,15292,6490,-648,-1495,475,-48.68000031,-66.55000305,171.9400024
-1758,15292,6490,-648,-1495,475,-48.68000031,-66.55000305,171.9400024
-1758,15292,6490,-648,-1495,475,-48.68000031,-66.55000305,171.9400024
-1758,15292,6490,-648,-1495,475,-48.68000031,-66.55000305,171.9400024
2242,13680,2024,-597,-369,-200,-47.65000153,-66.12000275,167.75
2242,13680,2024,-597,-369,-200,-47.65000153,-66.12000275,167.75
7392,14792,8364,-20,471,-295,-44.29999924,-65.61000061,164.8500061
7392,14792,8364,-20,471,-295,-44.29999924,-65.61000061,164.8500061
7392,14792,8364,-20,471,-295,-44.29999924,-65.61000061,164.8500061
7802,13632,10730,-688,228,-310,-39.59000015,-63.61000061,161.1399994
7802,13632,10730,-688,228,-310,-34.81000137,-60.20000076,155.1999969
9228,13598,8536,-1501,-286,-629,-34.81000137,-60.20000076,155.1999969
9228,13598,8536,-1501,-286,-629,-34.81000137,-60.20000076,155.1999969
10330,14376,5504,-1721,-338,-574,-32.25999832,-56.61000061,149.7400055
10330,14376,5504,-1721,-338,-574,-31.01000023,-53.33000183,146.0099945
9726,13966,4778,-1633,-21,-411,-31.01000023,-53.33000183,146.0099945
9726,13966,4778,-1633,-21,-411,-30.07999992,-50.56999969,143.1000061
9726,13966,4778,-1633,-21,-411,-30.07999992,-50.56999969,143.1000061
9418,14966,4022,-1626,43,-349,-30.07999992,-50.56999969,143.1000061
9236,15146,3586,-1519,153,-218,-29.68000031,-48.36000061,141.0899963
9236,15146,3586,-1519,153,-218,-29.68000031,-48.36000061,141.0899963
9236,15146,3586,-1519,153,-218,-29.68000031,-48.36000061,141.0899963
7208,15688,2118,-1158,405,-18,-29.53000069,-47.43999863,140.0099945
7208,15688,2118,-1158,405,-18,-29.53000069,-47.43999863,140.0099945
5362,15782,-1108,-650,1022,145,-27.71999931,-46.58000183,139.5099945
5362,15782,-1108,-650,1022,145,-27.71999931,-46.58000183,139.5099945
3504,16890,-1032,342,1350,531,-26.28000069,-47.84999847,141.8600006
3768,16068,1710,1121,1349,269,-25.76000023,-51.43000031,146.2599945
3768,16068,1710,1121,1349,269,-25.76000023,-51.43000031,146.2599945
3768,16068,1710,1121,1349,269,-25.76000023,-51.43000031,146.2599945
3768,16068,1710,1121,1349,269,-25.76000023,-51.43000031,146.2599945
6876,17070,3516,2166,789,81,-27.60000038,-56.90999985,151.8899994
8696,16422,8984,2487,347,599,-36.36999893,-62.88000107,163.3399963
8696,16422,8984,2487,347,599,-36.36999893,-62.88000107,163.3399963
7874,14494,8600,2124,-197,798,-50.56999969,-65.73999786,178.8699951
7874,14494,8600,2124,-197,798,-50.56999969,-65.73999786,178.8699951
6586,15168,7388,1622,-473,682,-64.69999695,-66.30999756,-166.8800049
6586,15168,7388,1622,-473,682,-64.69999695,-66.30999756,-166.8800049
6586,15168,7388,1622,-473,682,-64.69999695,-66.30999756,-166.8800049
4904,15994,7218,1255,-1003,630,-75.86000061,-65.62999725,-156.8300018
4904,15994,7218,1255,-1003,630,-75.86000061,-65.62999725,-156.8300018
1876,16402,8598,1200,-1601,412,-86.29000092,-65.08999634,-149.5
1876,16402,8598,1200,-1601,412,-86.29000092,-65.08999634,-149.5
1876,16402,8598,1200,-1601,412,-86.29000092,-65.08999634,-149.5
-244,15236,4186,200,-1184,-34,-86.80000305,-111.5,-151.1399994
-244,15236,4186,200,-1184,-34,-86.80000305,-111.5,-151.1399994
-736,15106,3456,174,709,48,-87.70999908,-109.3799973,-152.25
-736,15106,3456,174,709,48,-87.70999908,-109.3799973,-152.25
-736,15106,3456,174,709,48,-87.70999908,-109.3799973,-152.25
-676,15400,7260,401,1700,271,-87.77999878,-71.16999817,-152.0800018
-676,15400,7260,401,1700,271,-87.77999878,-71.16999817,-152.0800018
-1072,15472,10248,394,837,443,-82.76999664,-71.13999939,-152.5200043
-1072,15472,10248,394,837,443,-82.76999664,-71.13999939,-152.5200043
-1072,15472,10248,394,837,443,-82.76999664,-71.13999939,-152.5200043
-1030,17752,8554,84,172,609,-79.45999908,-70.68000031,-154.0099945
-1030,17752,8554,84,172,609,-79.45999908,-70.68000031,-154.0099945
238,17760,4400,-99,18,150,-76.76000214,-70.38999939,-156.3300018
238,17760,4400,-99,18,150,-76.76000214,-70.38999939,-156.3300018
238,17760,4400,-99,18,150,-76.76000214,-70.38999939,-156.3300018
3158,19278,856,-505,565,-311,-72.55000305,-71.80000305,-159.8099976
3158,19278,856,-505,565,-311,-72.55000305,-71.80000305,-159.8099976
5980,19382,1368,-795,1260,-635,-63.45000076,-72.83999634,-166.2299957
7138,18736,1316,-990,867,-873,-51.56000137,-73.06999969,-175.4799957
7138,18736,1316,-990,867,-873,-51.56000137,-73.06999969,-175.4799957
7138,18736,1316,-990,867,-873,-43.77999878,-73.73999786,178.3099976
7138,18736,1316,-990,867,-873,-43.77999878,-73.73999786,178.3099976
8324,17070,-2132,-888,1027,-1152,-43.77999878,-73.73999786,178.3099976
9158,15320,-288,-673,1369,-1282,-34.86999893,-74.25,172.1399994
9158,15320,-288,-673,1369,-1282,-34.86999893,-74.25,172.1399994
9158,15320,-288,-673,1369,-1282,-34.86999893,-74.25,172.1399994
9304,14200,-1324,-473,1273,-1234,-27.40999985,-74.88999939,167.6399994
9194,13226,210,11,1159,-1088,-17.54000092,-76.02999878,160.6699982
9194,13226,210,11,1159,-1088,-17.54000092,-76.02999878,160.6699982
9194,13226,210,11,1159,-1088,-17.54000092,-76.02999878,160.6699982
9194,13226,210,11,1159,-1088,-17.54000092,-76.02999878,160.6699982
7344,10984,3454,123,543,-853,-11.13000011,-77.13999939,156.1399994
7344,10984,3454,123,543,-853,-11.13000011,-77.13999939,156.1399994
9008,12336,-2,-493,427,-828,-11.05000019,-76.98999786,156.7400055
8258,13770,976,310,100,-144,-11.81999969,-77.47000122,157.8800049
8258,13770,976,310,100,-144,-11.81999969,-77.47000122,157.8800049
6212,13662,4878,438,-586,246,-22.52000046,-78.44999695,167.6199951
6212,13662,4878,438,-586,246,-22.52000046,-78.44999695,167.6199951
6702,16100,3712,633,-1137,506,-38.88999939,-78.70999908,-178.8999939
6702,16100,3712,633,-1137,506,-38.88999939,-78.70999908,-178.8999939
6702,16100,3712,633,-1137,506,-38.88999939,-78.70999908,-178.8999939
5802,18722,4066,546,-1159,1334,-61.20000076,-77.09999847,-160.0299988
5802,18722,4066,546,-1159,1334,-61.20000076,-77.09999847,-160.0299988
3614,18932,3788,303,-1143,1729,-75.38999939,-72.68000031,-148.9700012
3614,18932,3788,303,-1143,1729,-75.38999939,-72.68000031,-148.9700012
3234,20278,5130,301,-1070,1721,-83.48999786,-68.09999847,-143.8800049
3234,20278,5130,301,-1070,1721,-83.48999786,-68.09999847,-143.8800049
3234,20278,5130,301,-1070,1721,-83.48999786,-68.09999847,-143.8800049
-730,19098,4146,92,-875,1741,-87.5,-63.75,-142.4700012
-730,19098,4146,92,-875,1741,-87.5,-63.75,-142.4700012
-736,18132,3516,184,-550,1197,-89.72000122,-119.1399994,-141.4700012
320,16874,3358,-169,-77,575,-89.56999969,-120.1900024,-141.9299927
1062,17678,4208,-272,357,236,-87.84999847,-60.02999878,-143.8500061
1062,17678,4208,-272,357,236,-87.84999847,-60.02999878,-143.8500061
-3312,15950,4528,-184,189,79,-84.48000336,-61.02999878,-146.1999969
-3312,15950,4528,-184,189,79,-84.48000336,-61.02999878,-146.1999969
-3312,15950,4528,-184,189,79,-84.48000336,-61.02999878,-146.1999969
-4052,15902,4742,-52,-147,-762,-80.06999969,-65.63999939,-150.1999969
-4052,15902,4742,-52,-147,-762,-80.06999969,-65.63999939,-150.1999969
1550,18278,4102,281,-360,-133,-77.94999695,-69.33999634,-152.7899933
1550,18278,4102,281,-360,-133,-77.94999695,-69.33999634,-152.7899933
1550,18278,4102,281,-360,-133,-77.94999695,-69.33999634,-152.7899933
-924,15602,4806,307,-434,532,-80.95999908,-69.48000336,-150.6000061
920,16670,702,-108,-113,-42,-81.38999939,-70.55000305,-151
920,16670,702,-108,-113,-42,-81.38999939,-70.55000305,-151
920,16670,702,-108,-113,-42,-81.38999939,-70.55000305,-151
3326,18508,1286,125,869,-90,-80.72000122,-71.63999939,-150.3800049
3326,18508,1286,125,869,-90,-80.72000122,-71.63999939,-150.3800049
4084,17992,2906,-97,1430,-367,-76.30000305,-72.68000031,-151.0099945
5886,17160,2510,-127,1319,-824,-68.98999786,-74.37000275,-154.1300049
5886,17160,2510,-127,1319,-824,-68.98999786,-74.37000275,-154.1300049
6742,16776,2750,-179,900,-1148,-60.95000076,-76.12000275,-159.1100006
6742,16776,2750,-179,900,-1148,-60.95000076,-76.12000275,-159.1100006
6742,16776,2750,-179,900,-1148,-60.95000076,-76.12000275,-159.1100006
7670,17772,744,108,675,-1214,-55.38999939,-78.26000214,-162.8899994
7670,17772,744,108,675,-1214,-55.38999939,-78.26000214,-162.8899994
6502,16000,2084,119,707,-1160,-51.09000015,-80.27999878,-165.3699951
6502,16000,2084,119,707,-1160,-51.09000015,-80.27999878,-165.3699951
6502,16000,2084,119,707,-1160,-51.09000015,-80.27999878,-165.3699951
5156,15844,1072,165,490,-1234,-42.77999878,-82.33999634,-172.2299957
4284,15542,520,190,360,-1305,-29.37000084,-84.62999725,175.3800049
4284,15542,520,190,360,-1305,-29.37000084,-84.62999725,175.3800049
4280,13916,1594,282,86,-1525,2.289999962,-86.27999878,144.0700073
4280,13916,1594,282,86,-1525,2.289999962,-86.27999878,144.0700073
4280,13916,1594,282,86,-1525,33.49000168,-85.45999908,112.5299988
4280,13916,1594,282,86,-1525,33.49000168,-85.45999908,112.5299988
6138,12028,-294,-268,-176,-879,38.15999985,-84.48000336,107.1600037
6138,12028,-294,-268,-176,-879,38.15999985,-84.48000336,107.1600037
6138,12028,-294,-268,-176,-879,38.15999985,-84.48000336,107.1600037
5644,12150,1914,-184,-207,-204,27,-84.58999634,117.5199966
5644,12150,1914,-184,-207,-204,27,-84.58999634,117.5199966
4856,12868,1102,-545,-434,364,6.840000153,-83.91000366,136.6000061
4856,12868,1102,-545,-434,364,6.840000153,-83.91000366,136.6000061
3056,12362,-654,-54,-420,701,-17.89999962,-83.23999786,159.9799957
3056,12362,-654,-54,-420,701,-17.89999962,-83.23999786,159.9799957
2864,14808,1584,47,-283,982,-42.36000061,-82.05999756,-176.4700012
2864,14808,1584,47,-283,982,-42.36000061,-82.05999756,-176.4700012
2864,14808,1584,47,-283,982,-42.36000061,-82.05999756,-176.4700012
576,14862,2802,296,-525,1262,-60.81999969,-79.45999908,-159.0200043
