ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,Angle_ROL,Angle_PIT,Angle_YAW
176,2878,21028,-805,-64,-407,-3.839999914,-10.85000038,-94.83000183
1106,3250,16952,-1041,-45,-415,-3.730000019,-7.039999962,-97.66999817
2072,3618,13394,-306,246,-371,-3.730000019,-7.039999962,-97.66999817
2072,3618,13394,-306,246,-371,-3.730000019,-7.039999962,-97.66999817
1860,2428,17898,293,649,-331,-2.460000038,-7.670000076,-98.54000092
1860,2428,17898,293,649,-331,-2.460000038,-7.670000076,-98.54000092
1860,2428,17898,293,649,-331,-2.460000038,-7.670000076,-98.54000092
2592,2734,17508,130,377,-356,-1.450000048,-8.550000191,-99.58999634
2592,2734,17508,130,377,-356,-1.450000048,-8.550000191,-99.58999634
1380,2310,19676,41,95,117,-1.210000038,-8.960000038,-99.83000183
-1192,2286,24762,-102,-958,589,-2.480000019,-8.93999958,-98.72000122
-1192,2286,24762,-102,-958,589,-2.480000019,-8.93999958,-98.72000122
-1192,2286,24762,-102,-958,589,-2.480000019,-8.93999958,-98.72000122
284,1048,24236,377,-1529,167,-6.519999981,-9.039999962,-97.37000275
284,1048,24236,377,-1529,167,-6.519999981,-9.039999962,-97.37000275
3192,2062,21636,76,-1063,-149,-10.14000034,-9.359999657,-97.40000153
3192,2062,21636,76,-1063,-149,-10.14000034,-9.359999657,-97.40000153
5232,3810,17896,573,-1225,-108,-13.64999962,-10.42000008,-97.73000336
5232,3810,17896,573,-1225,-108,-13.64999962,-10.42000008,-97.73000336
6628,4638,18636,744,-1560,196,-18.44000053,-12.93999958,-96.86000061
6628,4638,18636,744,-1560,196,-18.44000053,-12.93999958,-96.86000061
6628,4638,18636,744,-1560,196,-18.44000053,-12.93999958,-96.86000061
4976,4514,14232,723,-1524,418,-23.55999947,-14.56999969,-95.05999756
4976,4514,14232,723,-1524,418,-23.55999947,-14.56999969,-95.05999756
7084,4910,16282,1063,-1448,-20,-28.23999977,-17.04999924,-93.26999664
10024,6220,14432,341,-1428,-214,-32.77000046,-19.04999924,-92.55999756
10024,6220,14432,341,-1428,-214,-32.77000046,-19.04999924,-92.55999756
10024,6220,14432,341,-1428,-214,-32.77000046,-19.04999924,-92.55999756
11794,6710,12380,781,-1343,-312,-37.99000168,-21.12000084,-92.04000092
11794,6710,12380,781,-1343,-312,-37.99000168,-21.12000084,-92.04000092
13388,8942,15308,189,-551,-121,-41.31999969,-23.35000038,-91.37000275
13388,8942,15308,189,-551,-121,-41.31999969,-23.35000038,-91.37000275
10860,6842,11568,-696,-133,264,-42.06000137,-22.31999969,-91.81999969
10860,6842,11568,-696,-133,264,-42.06000137,-22.31999969,-91.81999969
9644,7016,9174,-525,-133,258,-42.34000015,-20.82999992,-92.61000061
9644,7016,9174,-525,-133,258,-42.34000015,-20.82999992,-92.61000061
9644,7016,9174,-525,-133,258,-42.34000015,-20.82999992,-92.61000061
7696,4830,7866,-289,-36,271,-42.77000046,-19.67000008,-92.59999847
7696,4830,7866,-289,-36,271,-42.77000046,-19.67000008,-92.59999847
8006,4288,8238,34,47,-87,-42.77000046,-19.52000046,-92.69000244
8110,4424,9010,-65,-3,137,-42.83000183,-19.79000092,-92.55999756
8110,4424,9010,-65,-3,137,-42.83000183,-19.79000092,-92.55999756
4510,2440,6458,-201,-12,165,-42.81000137,-19.03000069,-92.47000122
4510,2440,6458,-201,-12,165,-42.81000137,-19.03000069,-92.47000122
5622,3726,6128,110,57,-91,-42.65000153,-19.15999985,-92.63999939
4760,1642,7844,219,-250,-94,-42.77000046,-19.62999916,-92.37000275
4760,1642,7844,219,-250,-94,-42.77000046,-19.62999916,-92.37000275
4760,1642,7844,219,-250,-94,-42.77000046,-19.62999916,-92.37000275
6224,4898,6908,362,-113,-223,-43.45999908,-21.05999947,-92.27999878
6224,4898,6908,362,-113,-223,-43.45999908,-21.05999947,-92.27999878
6224,4898,6908,362,-113,-223,-43.45999908,-21.05999947,-92.27999878
7444,5550,12480,205,123,-423,-42.34999847,-22.45000076,-92.59999847
9392,5234,15468,-545,-537,-735,-41.11999893,-22.95000076,-94.80000305
9392,5234,15468,-545,-537,-735,-41.11999893,-22.95000076,-94.80000305
11498,6138,9660,-1203,-720,-601,-42.15999985,-22.06999969,-98.68000031
11498,6138,9660,-1203,-720,-601,-42.15999985,-22.06999969,-98.68000031
11356,6368,7060,-543,-304,-193,-43.90999985,-21.30999947,-101.1699982
11356,6368,7060,-543,-304,-193,-43.90999985,-21.30999947,-101.1699982
10224,5838,10046,-11,94,-2,-44.22999954,-21.28000069,-101.6299973
10224,5838,10046,-11,94,-2,-44.22999954,-21.28000069,-101.6299973
10224,5838,10046,-11,94,-2,-44.22999954,-21.28000069,-101.6299973
10404,5486,11144,-71,164,-66,-43.72000122,-21.40999985,-101.7399979
10404,5486,11144,-71,164,-66,-43.72000122,-21.40999985,-101.7399979
10572,6324,11426,-256,323,148,-42.86999893,-21.07999992,-102.0400009
10572,6324,11426,-256,323,148,-42.86999893,-21.07999992,-102.0400009
8948,5536,11526,-317,202,148,-41.86999893,-20.23999977,-102.2399979
9128,5642,10722,-270,36,-30,-41.27000046,-19.65999985,-102.8099976
9128,5642,10722,-270,36,-30,-41.27000046,-19.65999985,-102.8099976
9128,5642,10722,-270,36,-30,-41.20999908,-19.75,-103.2099991
9658,6160,10602,-132,32,2,-41.20999908,-19.75,-103.2099991
9658,6160,10602,-132,32,2,-41.20999908,-19.75,-103.2099991
9858,5216,11764,-111,-45,-123,-41.02999878,-19.75,-103.5599976
9858,5216,11764,-111,-45,-123,-41.02999878,-19.75,-103.5599976
10426,5900,11058,-157,-110,20,-41.36999893,-19.86000061,-104
