ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,Angle_ROL,Angle_PIT,Angle_YAW
-6066,-9356,7468,54,146,-433,18.90999985,27.20999908,49.65999985
-6066,-9356,7468,54,146,-433,18.90999985,27.20999908,49.65999985
-4866,-9714,12012,401,-10,-1204,18.57999992,27.59000015,47.31999969
-4866,-9714,12012,401,-10,-1204,18.57999992,27.59000015,47.31999969
-4866,-9714,12012,401,-10,-1204,15.57999992,27.54999924,41.31999969
-582,-4186,13946,603,37,-1600,15.57999992,27.54999924,41.31999969
-4256,-1684,11726,1105,334,-672,14.10999966,25.62000084,37.20999908
-4256,-1684,11726,1105,334,-672,14.10999966,25.62000084,37.20999908
-3132,-2952,17624,921,603,-515,14.96000004,21.80999947,34.52000046
-3132,-2952,17624,921,603,-515,14.96000004,21.80999947,34.52000046
-320,-3900,16922,-198,251,-736,14.84000015,21.5,32
-320,-3900,16922,-198,251,-736,14.84000015,21.5,32
-320,-3900,16922,-198,251,-736,14.17000008,22.55999947,30.10000038
-320,-3900,16922,-198,251,-736,14.17000008,22.55999947,30.10000038
-1178,-3810,14544,-155,207,-481,14.17000008,22.55999947,30.10000038
-3308,-5012,17484,-142,140,-259,14.11999989,22.60000038,28.81999969
-3308,-5012,17484,-142,140,-259,13.57999992,24.09000015,28.18000031
-3308,-5012,17484,-142,140,-259,13.57999992,24.09000015,28.18000031
-3362,-7124,13678,-349,-251,-504,13.57999992,24.09000015,28.18000031
-3362,-7124,13678,-349,-251,-504,13.57999992,24.09000015,28.18000031
-1716,-5072,12772,290,-320,-652,11.64000034,24.70999908,25.95000076
-1716,-5072,12772,290,-320,-652,11.64000034,24.70999908,25.95000076
-1152,-5372,14692,334,-390,-485,9.489999771,23.89999962,23.87000084
-1152,-5372,14692,334,-390,-485,9.489999771,23.89999962,23.87000084
-938,-6202,14260,474,-58,-168,8.140000343,22.62999916,22.60000038
-938,-6202,14260,474,-58,-168,8.140000343,22.62999916,22.60000038
-938,-6202,14260,474,-58,-168,8.140000343,22.62999916,22.60000038
-1192,-4970,16048,480,124,-219,7.889999866,21.25,21.62000084
-446,-3084,17912,212,-192,-125,7.28000021,20.03000069,20.79999924
-446,-3084,17912,212,-192,-125,7.28000021,20.03000069,20.79999924
-1692,-5398,16318,77,-306,153,6.360000134,19.38999939,20.97999954
-1692,-5398,16318,77,-306,153,6.360000134,19.38999939,20.97999954
-1692,-5398,16318,77,-306,153,6.360000134,19.38999939,20.97999954
-2368,-5604,16064,242,-288,-230,5.480000019,19.06999969,20.79999924
-138,-3954,16610,44,-238,-386,4.230000019,18.63999939,19.57999992
-138,-3954,16610,44,-238,-386,4.230000019,18.63999939,19.57999992
-138,-3954,16610,44,-238,-386,4.230000019,18.63999939,19.57999992
398,-3912,14364,-171,-153,-89,3.119999886,18.90999985,18.76000023
398,-3912,14364,-171,-153,-89,3.119999886,18.90999985,18.76000023
-856,-5138,15406,-11,-18,-10,2.859999895,19.14999962,18.71999931
-856,-5138,15406,-11,-18,-10,2.859999895,19.14999962,18.71999931
-630,-4442,15166,-111,-67,-120,2.630000114,19.39999962,18.45999908
-280,-4178,14098,-91,-22,-37,2.339999914,19.70999908,18.20999908
-280,-4178,14098,-91,-22,-37,2.339999914,19.70999908,18.20999908
-280,-4178,14098,-91,-22,-37,2.339999914,19.70999908,18.20999908
-462,-4674,15310,13,109,-25,2.470000029,19.71999931,18.12999916
-462,-4674,15310,13,109,-25,2.470000029,19.71999931,18.12999916
-462,-4674,15310,13,109,-25,2.609999895,19.85000038,18.15999985
-462,-4674,15310,13,109,-25,2.609999895,19.85000038,18.15999985
-742,-4370,14648,-85,6,71,2.609999895,19.85000038,18.15999985
-1318,-5260,15204,-47,2,-45,2.789999962,20.06999969,18.37000084
-1318,-5260,15204,-47,2,-45,2.49000001,20.07999992,17.87000084
-1318,-5260,15204,-47,2,-45,2.49000001,20.07999992,17.87000084
52,-4158,14330,54,-40,-191,2.49000001,20.07999992,17.87000084
52,-4158,14330,54,-40,-191,2.339999914,19.64999962,17.43000031
-172,-4792,14822,214,113,-7,2.339999914,19.64999962,17.43000031
-720,-4790,15722,79,164,19,2.809999943,19.10000038,17.47999954
-720,-4790,15722,79,164,19,2.809999943,19.10000038,17.47999954
-720,-4790,15722,79,164,19,2.809999943,19.10000038,17.47999954
