ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,Angle_ROL,Angle_PIT,Angle_YAW
5066,4000,10042,-784,806,466,-13.38000011,-6.110000134,-8.529999733
5066,4000,10042,-784,806,466,-13.38000011,-6.110000134,-8.529999733
5886,6104,7902,-1202,1138,603,-11,-3.940000057,-7.610000134
5886,6104,7902,-1202,1138,603,-11,-3.940000057,-7.610000134
3154,5764,350,-1858,140,257,-9.460000038,0.239999995,-6.829999924
3154,5764,350,-1858,140,257,-9.460000038,0.239999995,-6.829999924
6784,9040,-5636,270,-1482,-1073,-14,-0.039999999,-8.920000076
6784,9040,-5636,270,-1482,-1073,-14,-0.039999999,-8.920000076
13092,12612,-2358,3393,-2690,-1603,-25.01000023,-11.35999966,-10.46000004
13092,12612,-2358,3393,-2690,-1603,-25.01000023,-11.35999966,-10.46000004
13092,12612,-2358,3393,-2690,-1603,-25.01000023,-11.35999966,-10.46000004
21876,18544,12156,5393,-2773,-1657,-39.43999863,-28.95000076,-5.659999847
18450,17162,32767,4032,-1665,-652,-53,-42.58000183,5.429999828
18450,17162,32767,4032,-1665,-652,-53,-42.58000183,5.429999828
18450,17162,32767,4032,-1665,-652,-53,-42.58000183,5.429999828
12628,14836,30420,664,-2550,-289,-55.59999847,-44.36999893,5.829999924
12628,14836,30420,664,-2550,-289,-55.59999847,-44.36999893,5.829999924
10094,11022,14256,107,-1349,-603,-57.29999924,-44.38999939,2.579999924
10094,11022,14256,107,-1349,-603,-57.29999924,-44.38999939,2.579999924
10886,8386,12336,326,-471,-140,-56.74000168,-44.29000092,0.660000026
10886,8386,12336,326,-471,-140,-56.74000168,-44.29000092,0.660000026
8032,5938,11914,923,965,404,-56.90999985,-43.97000122,2.980000019
8032,5938,11914,923,965,404,-56.90999985,-43.97000122,2.980000019
8032,5938,11914,923,965,404,-56.90999985,-43.97000122,2.980000019
8036,8188,14658,908,578,390,-55.86000061,-44.15000153,6.320000172
4958,6234,14010,-407,1666,112,-52.22000122,-43.36999893,6.96999979
4958,6234,14010,-407,1666,112,-52.22000122,-43.36999893,6.96999979
4958,6234,14010,-407,1666,112,-52.22000122,-43.36999893,6.96999979
4958,6234,14010,-407,1666,112,-52.22000122,-43.36999893,6.96999979
9096,12222,13106,-649,553,-492,-43.77000046,-41.68000031,2.640000105
9096,12222,13106,-649,553,-492,-43.77000046,-41.68000031,2.640000105
7808,9702,7668,313,-1133,-5,-45.33000183,-42.25,2.210000038
7808,9702,7668,313,-1133,-5,-45.33000183,-42.25,2.210000038
7808,9702,7668,313,-1133,-5,-45.33000183,-42.25,2.210000038
7446,9090,3980,-2,-10,-297,-48.04000092,-43.00999832,2.450000048
7446,9090,3980,-2,-10,-297,-48.04000092,-43.00999832,2.450000048
7326,8136,10652,1025,80,-438,-47.18999863,-44.41999817,2.630000114
7326,8136,10652,1025,80,-438,-47.18999863,-44.41999817,2.630000114
8976,8188,16736,1169,-478,-472,-46.95999908,-45.84000015,3.079999924
8976,8188,16736,1169,-478,-472,-46.95999908,-45.84000015,3.079999924
8976,8188,16736,1169,-478,-472,-46.95999908,-45.84000015,3.079999924
11264,11098,20852,705,-492,427,-46.99000168,-45.20999908,3.450000048
7678,9084,20610,-1128,528,764,-45.13999939,-41.59999847,3.069999933
7678,9084,20610,-1128,528,764,-45.13999939,-41.59999847,3.069999933
7678,9084,20610,-1128,528,764,-45.13999939,-41.59999847,3.069999933
13258,14504,14796,-2299,827,633,-39.56999969,-35.56000137,-0.939999998
13258,14504,14796,-2299,827,633,-39.56999969,-35.56000137,-0.939999998
13258,14504,14796,-2299,827,633,-39.56999969,-35.56000137,-0.939999998
14462,14926,9536,-2484,1871,775,-34.41999817,-28.73999977,-3.789999962
14462,14926,9536,-2484,1871,775,-34.41999817,-28.73999977,-3.789999962
12192,13112,7342,-2204,1993,1029,-29.20000076,-22.51000023,-4.53000021
12192,13112,7342,-2204,1993,1029,-29.20000076,-22.51000023,-4.53000021
11390,12956,7018,-2100,1906,894,-24.46999931,-16.96999931,-4.46999979
11390,12956,7018,-2100,1906,894,-24.46999931,-16.96999931,-4.46999979
10682,12148,5702,-1619,1362,857,-21.04999924,-12.47999954,-3.910000086
10682,12148,5702,-1619,1362,857,-21.04999924,-12.47999954,-3.910000086
10682,12148,5702,-1619,1362,857,-21.04999924,-12.47999954,-3.910000086
7532,8772,4762,-839,770,677,-19.35000038,-9.859999657,-2.609999895
7532,8772,4762,-839,770,677,-19.35000038,-9.859999657,-2.609999895
6206,7304,5698,-90,290,216,-18.90999985,-9.460000038,-1.679999948
6406,7372,9002,209,312,14,-19.20999908,-11.65999985,-1.100000024
6406,7372,9002,209,312,14,-19.20999908,-11.65999985,-1.100000024
6406,7372,9002,209,312,14,-19.67000008,-13.93000031,-1.110000014
6294,6748,11010,224,-61,-303,-19.67000008,-13.93000031,-1.110000014
6528,7142,9402,160,-551,-278,-21.79000092,-16.35000038,-1.440000057
6528,7142,9402,160,-551,-278,-21.79000092,-16.35000038,-1.440000057
7712,7254,9584,301,-666,-427,-24.45999908,-18.60000038,-1.929999948
7712,7254,9584,301,-666,-427,-24.45999908,-18.60000038,-1.929999948
7712,7254,9584,301,-666,-427,-28.34000015,-22.36000061,-1.99000001
8862,9824,6816,534,-809,-409,-28.34000015,-22.36000061,-1.99000001
9480,11704,5982,634,-646,-480,-32.36000061,-26.82999992,-1.419999957
9480,11704,5982,634,-646,-480,-32.36000061,-26.82999992,-1.419999957
9778,11862,8556,994,-982,-463,-36.47000122,-31.39999962,-0.400000006
9778,11862,8556,994,-982,-463,-36.47000122,-31.39999962,-0.400000006
11122,12346,9726,1782,-1211,-545,-42.15000153,-36.56000137,1.860000014
11122,12346,9726,1782,-1211,-545,-42.15000153,-36.56000137,1.860000014
11122,12346,9726,1782,-1211,-545,-42.15000153,-36.56000137,1.860000014
11686,11676,16034,2340,-403,-222,-46.99000168,-41.38999939,6.559999943
8750,11112,21796,2231,-815,325,-49.59000015,-44.15000153,11.30000019
8750,11112,21796,2231,-815,325,-49.59000015,-44.15000153,11.30000019
8750,11112,21796,2231,-815,325,-49.59000015,-44.15000153,11.30000019
6488,9210,17488,1234,-1336,393,-53.02000046,-44.83000183,14.77000046
6488,9210,17488,1234,-1336,393,-53.02000046,-44.83000183,14.77000046
6650,8518,11742,728,-1327,-183,-56.11999893,-45.11000061,15.73999977
6650,8518,11742,728,-1327,-183,-56.11999893,-45.11000061,15.73999977
8938,8582,9616,782,-639,-408,-58.68000031,-46.31000137,16.39999962
9706,9688,10476,558,0,-248,-58.79999924,-47.09000015,16.80999947
9706,9688,10476,558,0,-248,-58.79999924,-47.09000015,16.80999947
9706,9688,10476,558,0,-248,-58.79999924,-47.09000015,16.80999947
8090,9434,10766,145,55,-232,-56.77000046,-47.09999847,15.88000011
8090,9434,10766,145,55,-232,-56.77000046,-47.09999847,15.88000011
9458,11342,8458,-557,36,-429,-54.45999908,-47.27000046,13.44999981
9458,11342,8458,-557,36,-429,-54.45999908,-47.27000046,13.44999981
10216,12842,6004,-897,-15,-254,-51.50999832,-46.49000168,9.659999847
10216,12842,6004,-897,-15,-254,-51.50999832,-46.49000168,9.659999847
10216,12842,6004,-897,-15,-254,-49.52999878,-45.33000183,6.289999962
9000,11402,3676,-938,-133,-231,-49.52999878,-45.33000183,6.289999962
9000,11402,3676,-938,-133,-231,-50.15999985,-45.38000107,4.880000114
9916,13188,2198,-499,-99,-148,-50.15999985,-45.38000107,4.880000114
9916,13188,2198,-499,-99,-148,-49.90999985,-45.06999969,4.539999962
10426,12256,4120,-235,334,141,-49.90999985,-45.06999969,4.539999962
10426,12256,4120,-235,334,141,-49.90999985,-45.06999969,4.539999962
10138,12388,6248,97,196,326,-50.08000183,-44.59000015,5.539999962
10138,12388,6248,97,196,326,-50.08000183,-44.59000015,5.539999962
10138,12388,6248,97,196,326,-50.08000183,-44.59000015,5.539999962
9476,11880,7600,152,130,389,-50.95999908,-44.13000107,7.260000229
8992,11600,8080,-55,91,245,-51.04999924,-43.54000092,8.090000153
8992,11600,8080,-55,91,245,-51.04999924,-43.54000092,8.090000153
9952,12494,7416,-191,103,212,-50.79000092,-42.95000076,8.130000114
9952,12494,7416,-191,103,212,-50.79000092,-42.95000076,8.130000114
9254,11486,6744,-230,74,172,-50.56999969,-42.16999817,8.069999695
9254,11486,6744,-230,74,172,-50.50999832,-41.97999954,8.159999847
9152,11462,7238,-62,88,108,-50.50999832,-41.97999954,8.159999847
9064,10878,6866,-293,44,84,-50.11999893,-41.56000137,7.900000095
9064,10878,6866,-293,44,84,-50.11999893,-41.56000137,7.900000095
9064,10878,6866,-293,44,84,-50.27999878,-41.40999985,7.659999847
8938,11300,5748,-175,-20,80,-50.27999878,-41.40999985,7.659999847
8938,11300,5748,-175,-20,80,-50.72000122,-41.68000031,8.050000191
8938,11300,5748,-175,-20,80,-50.72000122,-41.68000031,8.050000191
9238,11546,6506,33,64,101,-50.72000122,-41.68000031,8.050000191
9238,11546,6506,33,64,101,-50.90000153,-41.90000153,8.539999962
9398,11790,7266,5,88,108,-50.77000046,-42.00999832,8.640000343
9398,11790,7266,5,88,108,-50.77000046,-42.00999832,8.640000343
8938,11758,7374,-82,56,56,-50.77000046,-42.00999832,8.640000343
8938,11758,7374,-82,56,56,-50.77000046,-42.00999832,8.640000343
8774,11320,6762,-190,24,-38,-50.52999878,-42.18000031,8.31000042
8774,11320,6762,-190,24,-38,-50.63000107,-42.54000092,7.949999809
9458,11648,6248,-51,-42,-105,-50.63000107,-42.54000092,7.949999809
9458,11648,6248,-51,-42,-105,-50.63000107,-42.54000092,7.949999809
9392,11420,7216,2,40,-40,-50.83000183,-43.00999832,8.020000458
9392,11420,7216,2,40,-40,-50.83000183,-43.00999832,8.020000458
